Primary Key,Participant ID,Treatment Group,Timestamp,Question Label,Before/After Exposure,Error present,Text Explanation ,Actual Chart Error,Error Identified (Coder 1),Error Identified (Coder 2),Coder Mismatch?,Consensus Code
347,2380,Visual,,PQ  6 Rate,Prior,"Improper axis titles, I have no idea about what legend tries to tell me and bigger fonts must have been used for axis titles.",There are errors in construction,Rate,0,0,,0
352,1326,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
355,2226,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,P,P,,P
387,2859,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
390,2485,Visual,,PQ 7 Zero,Prior,"Labelling of the Y axis mentions both mean and range, which is it?",It's well constructed,Zero Axis,0,0,,0
391,4168,Visual,,PQ 7 Zero,Prior,A title is missing,It's well constructed,Zero Axis,1,P,X,P
394,2769,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,1,1,,1
408,1533,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
409,2380,Visual,,PQ 7 Zero,Prior,There are non capitalized words in axis titles.,There are errors in construction,Zero Axis,0,0,,0
414,1326,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
417,2226,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
449,2859,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
452,2485,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
453,4168,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
456,2769,Visual,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
470,1533,Visual,,PQ 8 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
471,2380,Visual,,PQ 8 Zero,Prior,"Usage of ""_"" instead of space and improper font size for names in x axis.",It's well constructed,Zero Axis,0,0,,0
476,1326,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
479,2226,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
511,2859,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
514,2485,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
515,4168,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
518,2769,Visual,,PQ 9 Zero,Prior,"Graph is confusing, there should not be any Y line on the right side of the chart",It's well constructed,Zero Axis,0,0,,0
532,1533,Visual,,PQ 9 Zero,Prior,Multiple y axes with different values,There are errors in construction,Zero Axis,0,0,,0
533,2380,Visual,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
538,1326,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
541,2226,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
573,2859,Visual,,PQ 10 Legend,Prior,"what is the point of starting the X Axis at 0, when the first value is at almost 300?",There are errors in construction,Legend,0,0,,0
576,2485,Visual,,PQ 10 Legend,Prior,"Numbering on x axis bad, should have larger intervals (0,200,400,600 etc)",There are errors in construction,Legend,0,0,,0
577,4168,Visual,,PQ 10 Legend,Prior,I think that the units are badly selected,There are errors in construction,Legend,1,1,,1
580,2769,Visual,,PQ 10 Legend,Prior,,It's well constructed,Legend,0,0,,0
594,1533,Visual,,PQ 10 Legend,Prior,There is no data at the start of the axis,It's well constructed,Legend,0,0,,0
595,2380,Visual,,PQ 10 Legend,Prior,,There are errors in construction,Legend,0,0,,0
600,1326,Visual,,PQ 10 Legend,Prior,The axes should be better defined so that the data appears in a larger area of the graph,There are errors in construction,Legend,1,1,,1
603,2226,Visual,,PQ 10 Legend,Prior,"The line of the ‘number of workers’ starts at 20, and I think it should start from 0.",It's well constructed,Legend,0,0,,0
635,2859,Visual,,PQ 11 Legend,Prior,What does Finance and Government mean?? and what is count measuring??,There are errors in construction,Legend,0,0,,0
638,2485,Visual,,PQ 11 Legend,Prior,"Y axis poorly labelled, count of what?",There are errors in construction,Legend,0,0,,0
639,4168,Visual,,PQ 11 Legend,Prior,Title of a graph is missing.,There are errors in construction,Legend,1,1,,1
642,2769,Visual,,PQ 11 Legend,Prior,,It's well constructed,Legend,1,1,,1
656,1533,Visual,,PQ 11 Legend,Prior,,There are errors in construction,Legend,0,0,,0
657,2380,Visual,,PQ 11 Legend,Prior,Improper axis titles since they are not capitalized.,There are errors in construction,Legend,0,0,,0
662,1326,Visual,,PQ 11 Legend,Prior,"The chart has no title, and the Y axis is just labeled 'count', so you can't tell what data the graph contains",It's well constructed,Legend,1,1,,1
665,2226,Visual,,PQ 11 Legend,Prior,,It's well constructed,Legend,0,0,,0
697,2859,Visual,,PQ 12 Legend,Prior,what does rating delta mean?? And there's just so many dots - they all are just blobbed together,It's poorly constructed,Legend,0,0,,0
700,2485,Visual,,PQ 12 Legend,Prior,Too many individual data points are plotted around 2000.,It's poorly constructed,Legend,0,0,,0
701,4168,Visual,,PQ 12 Legend,Prior,"There's no title, no description and the chart is incorrectly selected ",It's poorly constructed,Legend,0,0,,0
704,2769,Visual,,PQ 12 Legend,Prior,,It's poorly constructed,Legend,1,1,,1
718,1533,Visual,,PQ 12 Legend,Prior,The data is indistinguishable at some points.,It's poorly constructed,Legend,0,0,,0
719,2380,Visual,,PQ 12 Legend,Prior,"Usage of ""_"" instead of space and poor scaling is causing data collision which can be solved by scaling the graph bigger.",It's poorly constructed,Legend,0,0,,0
724,1326,Visual,,PQ 12 Legend,Prior,,It's poorly constructed,Legend,0,0,,0
727,2226,Visual,,PQ 12 Legend,Prior,,It's poorly constructed,Legend,0,0,,0
759,2859,Visual,,PQ 13 Size,Prior,there is no description of what the colored lines represent!,There are errors in construction,Neg Size,0,1,X,0
762,2485,Visual,,PQ 13 Size,Prior,Don't like the labels on the X axis being vertical instead of horizontal. ,There are errors in construction,Neg Size,0,0,,0
763,4168,Visual,,PQ 13 Size,Prior,"There's no legend, I don't know what the different colours of the lines mean.",There are errors in construction,Neg Size,1,0,X,0
766,2769,Visual,,PQ 13 Size,Prior,"The unit of the ""Median of yield"" is unclear, and the years are better positioned as horizontal (instead of vertical as the current version)",There are errors in construction,Neg Size,0,0,,0
780,1533,Visual,,PQ 13 Size,Prior,There is multiple data for the same years,It's well constructed,Neg Size,0,0,,0
781,2380,Visual,,PQ 13 Size,Prior,"Improper axis title, there is no legend for data used in the figure.",There are errors in construction,Neg Size,0,0,,0
786,1326,Visual,,PQ 13 Size,Prior,"It is readable, but it is odd to see a line graph like this with only two data points per line",There are errors in construction,Neg Size,0,0,,0
789,2226,Visual,,PQ 13 Size,Prior,It’s not clear what are the coloured lines representing.,It's well constructed,Neg Size,0,0,,0
821,2859,Visual,,PQ 14 Size,Prior,it does not provide the country/color legend - so you have no idea which country is being reported on,There are errors in construction,Neg Size,0,P,X,0
824,2485,Visual,,PQ 14 Size,Prior,No key given to show which colour represents which country. ,There are errors in construction,Neg Size,0,0,,0
825,4168,Visual,,PQ 14 Size,Prior,The numbers on the x-axis are written sideways.,There are errors in construction,Neg Size,0,0,,0
828,2769,Visual,,PQ 14 Size,Prior,There is no legend to indicate which country is for which color,It's well constructed,Neg Size,0,0,,0
842,1533,Visual,,PQ 14 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
843,2380,Visual,,PQ 14 Size,Prior,X axis title is not capitalized and font is small.,There are errors in construction,Neg Size,0,0,,0
848,1326,Visual,,PQ 14 Size,Prior,"There is no legend, so you can't tell what each line represents.",There are errors in construction,Neg Size,0,0,,0
851,2226,Visual,,PQ 14 Size,Prior,,It's well constructed,Neg Size,0,0,,0
883,2859,Visual,,PQ 15 Size,Prior,"why are the colors repeated between the fruits, and also what is the count actually measuring?",There are errors in construction,Neg Size,0,P,X,0
886,2485,Visual,,PQ 15 Size,Prior,Inconsistent colouring of bars. ,There are errors in construction,Neg Size,0,0,,0
887,4168,Visual,,PQ 15 Size,Prior,"I don't really understad the use of such different colours, I would use one colour for this kind of a graph.",There are errors in construction,Neg Size,0,0,,0
890,2769,Visual,,PQ 15 Size,Prior,,It's well constructed,Neg Size,0,0,,0
904,1533,Visual,,PQ 15 Size,Prior,The use of the same color for different fruits makes it confusing,There are errors in construction,Neg Size,0,0,,0
905,2380,Visual,,PQ 15 Size,Prior,Color usage.,There are errors in construction,Neg Size,0,0,,0
910,1326,Visual,,PQ 15 Size,Prior,The same colors are being used for different data values,It's well constructed,Neg Size,0,0,,0
913,2226,Visual,,PQ 15 Size,Prior,,There are errors in construction,Neg Size,0,0,,0
945,2859,Visual,,PQ 16 Color,Prior,"there are no gray circles shown in the graph when it's supposed to be measuring temperatur, and the concentric circles just don't make any sense at all to me",There are errors in construction,Color,0,0,,0
948,2485,Visual,,PQ 16 Color,Prior,Confused on how to read the graph. ,There are errors in construction,Color,0,0,,0
949,4168,Visual,,PQ 16 Color,Prior,"I don't really understand this graph, it's illegible",It's well constructed,Color,1,1,,1
952,2769,Visual,,PQ 16 Color,Prior,,There are errors in construction,Color,1,1,,1
966,1533,Visual,,PQ 16 Color,Prior,Multiple values at some points.,It's well constructed,Color,0,0,,0
967,2380,Visual,,PQ 16 Color,Prior,Improper axis titles.,There are errors in construction,Color,0,0,,0
972,1326,Visual,,PQ 16 Color,Prior,,It's well constructed,Color,0,0,,0
975,2226,Visual,,PQ 16 Color,Prior,I think that not everybody would understand what is this graph showing.,It's well constructed,Color,0,0,,0
1007,2859,Visual,,PQ 17 Color,Prior,the size of the circles is nowhere near representative of their proportional values. ,There are errors in construction,Color,0,0,,0
1010,2485,Visual,,PQ 17 Color,Prior,Hard to tell size difference in larger circles. ,There are errors in construction,Color,0,0,,0
1011,4168,Visual,,PQ 17 Color,Prior,,There are errors in construction,Color,1,1,,1
1014,2769,Visual,,PQ 17 Color,Prior,It is hard to determine the rate of change since the circle's scales are not much different from each other without a ruler / at a glance,It's well constructed,Color,0,0,,0
1028,1533,Visual,,PQ 17 Color,Prior,,There are errors in construction,Color,0,0,,0
1029,2380,Visual,,PQ 17 Color,Prior,"Non capital axis titles and usage of ""_"" character instead of space make graph look poor.",There are errors in construction,Color,0,0,,0
1034,1326,Visual,,PQ 17 Color,Prior,,There are errors in construction,Color,1,1,,1
1037,2226,Visual,,PQ 17 Color,Prior,,It's well constructed,Color,0,0,,0
1069,2859,Visual,,PQ 18 Color,Prior,"it was totally confusing! I can't even with this one. The gray balls aren't even in the graph, and are totally random amounts",There are errors in construction,Color,0,0,,0
1072,2485,Visual,,PQ 18 Color,Prior,Too many data points plotted on Y axis. ,There are errors in construction,Color,0,0,,0
1073,4168,Visual,,PQ 18 Color,Prior,I can't read some data,There are errors in construction,Color,1,1,,1
1076,2769,Visual,,PQ 18 Color,Prior,,There are errors in construction,Color,1,1,,1
1090,1533,Visual,,PQ 18 Color,Prior,Multiple values at some points,It's well constructed,Color,0,0,,0
1091,2380,Visual,,PQ 18 Color,Prior,Space is not being used in titles.,There are errors in construction,Color,0,0,,0
1096,1326,Visual,,PQ 18 Color,Prior,"The legend is confusing, and has the Y axis label right in the middle",There are errors in construction,Color,1,1,,1
1099,2226,Visual,,PQ 18 Color,Prior,,It's well constructed,Color,0,0,,0
1131,2859,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1134,2485,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1135,4168,Visual,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1138,2769,Visual,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1152,1533,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1153,2380,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1158,1326,Visual,,TQ 1 Zero,Post,,,Zero Axis,0,0,,0
1161,2226,Visual,,TQ 1 Zero,Post,Like,Like,Zero Axis,0,0,,0
1193,2859,Visual,,TQ 2 Good,Post,,,Good,0,0,,0
1196,2485,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1197,4168,Visual,,TQ 2 Good,Post,Like,Like,Good,1,1,,1
1200,2769,Visual,,TQ 2 Good,Post,Like,Like,Good,0,0,,0
1214,1533,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1215,2380,Visual,,TQ 2 Good,Post,,,Good,1,1,,1
1220,1326,Visual,,TQ 2 Good,Post,,,Good,0,0,,0
1223,2226,Visual,,TQ 2 Good,Post,Like,Like,Good,1,1,,1
1255,2859,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1258,2485,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1259,4168,Visual,,TQ 3 Good,Post,Like,There are errors in construction,Good,0,0,,0
1262,2769,Visual,,TQ 3 Good,Post,Like,There are errors in construction,Good,0,0,,0
1276,1533,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,0,0,,0
1277,2380,Visual,,TQ 3 Good,Post,,There are errors in construction,Good,1,1,,1
1282,1326,Visual,,TQ 3 Good,Post,,It's well constructed,Good,0,0,,0
1285,2226,Visual,,TQ 3 Good,Post,Like,There are errors in construction,Good,1,1,,1
1317,2859,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1320,2485,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1321,4168,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1324,2769,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1338,1533,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,1,1,,1
1339,2380,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1344,1326,Visual,,TQ 4 legend,Post,It's well constructed,It's well constructed,Legend,0,0,,0
1347,2226,Visual,,TQ 4 legend,Post,There are errors in construction,There are errors in construction,Legend,1,1,,1
1379,2859,Visual,,TQ 5 Color,Post,doesn't say what is measured - why are there many different data points for each of the 3 countries,There are errors in construction,Color,1,1,,1
1382,2485,Visual,,TQ 5 Color,Post,Too many data points plotted. ,There are errors in construction,Color,0,0,,0
1383,4168,Visual,,TQ 5 Color,Post,"not eerything is readable, there's a high data density",There are errors in construction,Color,1,1,,1
1386,2769,Visual,,TQ 5 Color,Post,,It's well constructed,Color,0,0,,0
1400,1533,Visual,,TQ 5 Color,Post,,It's well constructed,Color,0,0,,0
1401,2380,Visual,,TQ 5 Color,Post,Small scale graph causing collision of data and colors are confusing.,It's well constructed,Color,0,0,,0
1406,1326,Visual,,TQ 5 Color,Post,,There are errors in construction,Color,1,1,,1
1409,2226,Visual,,TQ 5 Color,Post,There are too many data,There are errors in construction,Color,0,0,,0
1441,2859,Visual,,TQ 6 Color,Post,"no legend for the bars or what does a, b, and A,B,C,D and the numbers mean?? It's just symbols with no indication of any of the axes or data points",It's well constructed,Color,1,1,,1
1444,2485,Visual,,TQ 6 Color,Post,No labels given to x and y axis. ,There are errors in construction,Color,0,0,,0
1445,4168,Visual,,TQ 6 Color,Post,there's no legend or a title,There are errors in construction,Color,P,P,,P
1448,2769,Visual,,TQ 6 Color,Post,,It's well constructed,Color,0,0,,0
1462,1533,Visual,,TQ 6 Color,Post,,There are errors in construction,Color,0,0,,0
1463,2380,Visual,,TQ 6 Color,Post,,There are errors in construction,Color,1,1,,1
1468,1326,Visual,,TQ 6 Color,Post,The labels are too vague - can't tell what this is a graph of,There are errors in construction,Color,0,0,,0
1471,2226,Visual,,TQ 6 Color,Post,There is no legend,There are errors in construction,Color,1,1,,1
1503,2859,Visual,,TQ 7 Size,Post,"no legend to explain the differnet colors. IT's also too small to be easily read, and I don't know what is a binned rating on IMDB",There are errors in construction,Size Neg,P,0,X,0
1506,2485,Visual,,TQ 7 Size,Post,No key given to show what colour each represents. ,There are errors in construction,Size Neg,0,0,,0
1507,4168,Visual,,TQ 7 Size,Post,there's no legend,There are errors in construction,Size Neg,0,0,,0
1510,2769,Visual,,TQ 7 Size,Post,There is no legend,It's well constructed,Size Neg,1,1,,1
1524,1533,Visual,,TQ 7 Size,Post,Legend is missing,There are errors in construction,Size Neg,0,0,,0
1525,2380,Visual,,TQ 7 Size,Post,Missing legend.,There are errors in construction,Size Neg,1,1,,1
1530,1326,Visual,,TQ 7 Size,Post,No legend,There are errors in construction,Size Neg,0,0,,0
1533,2226,Visual,,TQ 7 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1565,2859,Visual,,TQ 8 Zero Axis,Post,"again, no explanation of what the multiple dots of each color represent",There are errors in construction,Zero Axis,0,0,,0
1568,2485,Visual,,TQ 8 Zero Axis,Post,Too many data points plotted. ,There are errors in construction,Zero Axis,0,0,,0
1569,4168,Visual,,TQ 8 Zero Axis,Post,some of the colours are too similar,There are errors in construction,Zero Axis,0,0,,0
1572,2769,Visual,,TQ 8 Zero Axis,Post,The colors for Europe and USA are too similar with each other,It's well constructed,Zero Axis,P,0,X,P
1586,1533,Visual,,TQ 8 Zero Axis,Post,,There are errors in construction,Zero Axis,0,0,,0
1587,2380,Visual,,TQ 8 Zero Axis,Post,Confusing color choice.,There are errors in construction,Zero Axis,0,0,,0
1592,1326,Visual,,TQ 8 Zero Axis,Post,The colors for Europe and USA are too similar - it is hard to tell the data apart,It's well constructed,Zero Axis,0,0,,0
1595,2226,Visual,,TQ 8 Zero Axis,Post,The graph is not understandable,There are errors in construction,Zero Axis,0,0,,0
1627,2859,Visual,,TQ 9 Size,Post,too many movies are measured and the graph is too tiny to get anything meaningful. Too compressed. And what does :binned: mean?,There are errors in construction,Size Neg,0,0,,0
1630,2485,Visual,,TQ 9 Size,Post,Too many 'contributers'. ,There are errors in construction,Size Neg,0,0,,0
1631,4168,Visual,,TQ 9 Size,Post,design choice doesn't make sense,There are errors in construction,Size Neg,P,P,,P
1634,2769,Visual,,TQ 9 Size,Post,,There are errors in construction,Size Neg,0,0,,0
1648,1533,Visual,,TQ 9 Size,Post,Too many different values with different colors make it difficult to read,It's well constructed,Size Neg,0,0,,0
1649,2380,Visual,,TQ 9 Size,Post,Small scale causing confusion to read the graph.,It's well constructed,Size Neg,0,0,,0
1654,1326,Visual,,TQ 9 Size,Post,,It's well constructed,Size Neg,0,0,,0
1657,2226,Visual,,TQ 9 Size,Post,There are too many colours.,There are errors in construction,Size Neg,0,0,,0
1689,2859,Visual,,TQ 10 Legend,Post,I don't understand it at all - what is being measured here??,There are errors in construction,Legend,1,1,,1
1692,2485,Visual,,TQ 10 Legend,Post,Boxes for data points overlap being it difficult to read. ,There are errors in construction,Legend,1,1,,1
1693,4168,Visual,,TQ 10 Legend,Post,the legend doesn't make sense,There are errors in construction,Legend,1,1,,1
1696,2769,Visual,,TQ 10 Legend,Post,There are negative unit on the length and the sizes are too similar with each other,It's well constructed,Legend,0,0,,0
1710,1533,Visual,,TQ 10 Legend,Post,,It's well constructed,Legend,1,1,,1
1711,2380,Visual,,TQ 10 Legend,Post,,It's well constructed,Legend,1,1,,1
1716,1326,Visual,,TQ 10 Legend,Post,,There are errors in construction,Legend,1,1,,1
1719,2226,Visual,,TQ 10 Legend,Post,There are negative numbers,There are errors in construction,Legend,1,1,,1
1751,2859,Visual,,TQ 11 Good,Post,dots are way too small and the x axis is inconsistently measured - like a logarithmic graph?,There are errors in construction,Good,1,1,,1
1754,2485,Visual,,TQ 11 Good,Post,Smaller circles are too small. ,There are errors in construction,Good,1,1,,1
1755,4168,Visual,,TQ 11 Good,Post,some dots are too hard to read,There are errors in construction,Good,0,0,,0
1758,2769,Visual,,TQ 11 Good,Post,,There are errors in construction,Good,1,1,,1
1772,1533,Visual,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1773,2380,Visual,,TQ 11 Good,Post,,It's well constructed,Good,1,1,,1
1778,1326,Visual,,TQ 11 Good,Post,The use of the inconsistent X axis seems confusing,There are errors in construction,Good,1,1,,1
1781,2226,Visual,,TQ 11 Good,Post,The y-axis does not start at zero,There are errors in construction,Good,0,0,,0
1813,2859,Visual,,TQ 12 Rate,Post,"no idea what the graph is about - what does power mean and what is ""type? representing?",There are errors in construction,Rate,0,0,,0
1816,2485,Visual,,TQ 12 Rate,Post,No length proportional circles plotted. ,There are errors in construction,Rate,0,0,,0
1817,4168,Visual,,TQ 12 Rate,Post,there's no title,There are errors in construction,Rate,0,0,,0
1820,2769,Visual,,TQ 12 Rate,Post,There is negative unit on the length,There are errors in construction,Rate,0,0,,0
1834,1533,Visual,,TQ 12 Rate,Post,,There are errors in construction,Rate,0,0,,0
1835,2380,Visual,,TQ 12 Rate,Post,,It's well constructed,Rate,0,0,,0
1840,1326,Visual,,TQ 12 Rate,Post,The labels used for the axes and the legend are very vague and have no units,There are errors in construction,Rate,0,0,,0
1843,2226,Visual,,TQ 12 Rate,Post,There are negative numbers,It's well constructed,Rate,0,P,X,0
1875,2859,Visual,,TQ 13 Zero,Post,no legend for the colors of the bars,It's well constructed,Zero Axis,0,0,,0
1878,2485,Visual,,TQ 13 Zero,Post,No key given to show what each colour represents. ,It's well constructed,Zero Axis,0,0,,0
1879,4168,Visual,,TQ 13 Zero,Post,there's no legend,It's well constructed,Zero Axis,0,0,,0
1882,2769,Visual,,TQ 13 Zero,Post,There is no legend provided,It's well constructed,Zero Axis,0,0,,0
1896,1533,Visual,,TQ 13 Zero,Post,Legend is missing for colors meaning,There are errors in construction,Zero Axis,0,0,,0
1897,2380,Visual,,TQ 13 Zero,Post,,It's well constructed,Zero Axis,0,0,,0
1902,1326,Visual,,TQ 13 Zero,Post,There is no legend,It's well constructed,Zero Axis,0,0,,0
1905,2226,Visual,,TQ 13 Zero,Post,,There are errors in construction,Zero Axis,0,0,,0
1937,2859,Visual,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1940,2485,Visual,,TQ 14 Legend,Post,,There are errors in construction,Legend,1,1,,1
1941,4168,Visual,,TQ 14 Legend,Post,,There are errors in construction,Legend,1,1,,1
1944,2769,Visual,,TQ 14 Legend,Post,,There are errors in construction,Legend,0,0,,0
1958,1533,Visual,,TQ 14 Legend,Post,Multiple y axes with different values,There are errors in construction,Legend,1,1,,1
1959,2380,Visual,,TQ 14 Legend,Post,,It's well constructed,Legend,1,1,,1
1964,1326,Visual,,TQ 14 Legend,Post,,There are errors in construction,Legend,1,1,,1
1967,2226,Visual,,TQ 14 Legend,Post,The y-axis doesn’t start at zero.,There are errors in construction,Legend,1,1,,1
1999,2859,Visual,,TQ 15 color,Post,,There are errors in construction,Color,1,1,,1
2002,2485,Visual,,TQ 15 color,Post,The two variables being measured are too closer to together on the graph to view properly. ,It's well constructed,Color,1,1,,1
2003,4168,Visual,,TQ 15 color,Post,there are different units on both y-axes,There are errors in construction,Color,1,1,,1
2006,2769,Visual,,TQ 15 color,Post,The colors in the chart and the colors of the legend are different,It's well constructed,Color,0,P,X,P
2020,1533,Visual,,TQ 15 color,Post,Multiple y axes,It's well constructed,Color,0,0,,0
2021,2380,Visual,,TQ 15 color,Post,,There are errors in construction,Color,0,0,,0
2026,1326,Visual,,TQ 15 color,Post,There are no units for tusk length,It's well constructed,Color,1,1,,1
2029,2226,Visual,,TQ 15 color,Post,The y-axis does not start at zero,There are errors in construction,Color,0,0,,0
2061,2859,Visual,,TQ 16 Size,Post,doesn;'t say what item's price is being charted,There are errors in construction,Size Neg,0,0,,0
2064,2485,Visual,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2065,4168,Visual,,TQ 16 Size,Post,the y-axis doesn't start at 0,There are errors in construction,Size Neg,0,0,,0
2068,2769,Visual,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2082,1533,Visual,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2083,2380,Visual,,TQ 16 Size,Post,Y-axis is not starting from 0.,It's well constructed,Size Neg,0,0,,0
2088,1326,Visual,,TQ 16 Size,Post,,There are errors in construction,Size Neg,0,0,,0
2091,2226,Visual,,TQ 16 Size,Post,There is no legend ,There are errors in construction,Size Neg,0,0,,0
2123,2859,Visual,,TQ 17 Rate,Post,no legend to say what are the colors,There are errors in construction,Rate,0,0,,0
2126,2485,Visual,,TQ 17 Rate,Post,Could have started y axis on an older age and had smaller intervals between each age. ,There are errors in construction,Rate,0,0,,0
2127,4168,Visual,,TQ 17 Rate,Post,there's no legend,There are errors in construction,Rate,0,0,,0
2130,2769,Visual,,TQ 17 Rate,Post,There is no legend,There are errors in construction,Rate,0,0,,0
2144,1533,Visual,,TQ 17 Rate,Post,"Lack of legend, so we don't know what the colors mean",It's well constructed,Rate,0,0,,0
2145,2380,Visual,,TQ 17 Rate,Post,,There are errors in construction,Rate,0,0,,0
2150,1326,Visual,,TQ 17 Rate,Post,It seems like the wrong type of graph for the information being presented - perhaps a bar graph is more appropriate,There are errors in construction,Rate,0,0,,0
2153,2226,Visual,,TQ 17 Rate,Post,There is no legend,There are errors in construction,Rate,0,0,,0
2185,2859,Visual,,TQ 18 Rate,Post,colors of Amsterdam and Atlanta are too similar and the months aren't shown in a calendar year,There are errors in construction,Rate,0,0,,0
2188,2485,Visual,,TQ 18 Rate,Post,Scale of x axis is not evenly spaced out. ,There are errors in construction,Rate,0,0,,0
2189,4168,Visual,,TQ 18 Rate,Post,months aren't written in order,There are errors in construction,Rate,0,0,,0
2192,2769,Visual,,TQ 18 Rate,Post,"The months are sorted by alphabet, and the green colors are too similar to each other",It's well constructed,Rate,0,0,,0
2206,1533,Visual,,TQ 18 Rate,Post,,It's well constructed,Rate,0,0,,0
2207,2380,Visual,,TQ 18 Rate,Post,Legend colors are confusing.,It's well constructed,Rate,0,0,,0
2212,1326,Visual,,TQ 18 Rate,Post,No units- colors are too similar,There are errors in construction,Rate,P,0,X,0
2215,2226,Visual,,TQ 18 Rate,Post,The months are not in order,There are errors in construction,Rate,0,0,,0
21,2180,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-27 17:33:26,Rate,0,0,,0
61,1589,Visual,,PQ 1 Rate,Prior,TRUE,2019-11-26 13:56:31,Rate,0,0,,0
83,2180,Visual,,PQ 2 Rate,Prior,R_1F5qOCQzAXPdHzc,"I consent, begin the study",Rate,0,0,,0
123,1589,Visual,,PQ 2 Rate,Prior,R_2qqrfHING91DgY5,"I consent, begin the study",Rate,0,0,,0
145,2180,Visual,,PQ 3 Good,Prior,5d349520c5edfe001af7c86b,It's well constructed,Good,0,0,,0
185,1589,Visual,,PQ 3 Good,Prior,5dc38919dcc83f28ec7970a9,It's well constructed,Good,1,1,,1
207,2180,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
247,1589,Visual,,PQ 4 GOOD,Prior,,It's well constructed,Good,1,1,,1
269,2180,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,1,1,,1
309,1589,Visual,,PQ 5 Good,Prior,,It's well constructed,Good,0,P,X,0
331,2180,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
371,1589,Visual,,PQ  6 Rate,Prior,,It's well constructed,Rate,0,0,,0
393,2180,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
433,1589,Visual,,PQ 7 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
455,2180,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
495,1589,Visual,,PQ 8 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
517,2180,Visual,,PQ 9 Zero,Prior,,It's well constructed,Zero Axis,0,0,,0
557,1589,Visual,,PQ 9 Zero,Prior,,There are errors in construction,Zero Axis,0,0,,0
579,2180,Visual,,PQ 10 Legend,Prior,,It's well constructed,Legend,1,1,,1
