Foreign Key,Actual Chart Error,Response,Error Identified (Coder 1),TODO,544,LEFT OFF,15,FLAG
1879,Zero Axis,,0,,,,,
1880,Zero Axis,Too much on one graph and multiple uses of color,1,,,,,
1881,Zero Axis,"two many variables, should be done over multiple graphs ",0,,,,,
1882,Zero Axis,,0,,,,,
1883,Zero Axis,There is too much information ,,,,,,
1884,Zero Axis,Colors too similar,0,,,,,
1885,Zero Axis,,1,,,,,
1886,Zero Axis,,1,,,,,
1887,Zero Axis,,0,,,,,
1888,Zero Axis,-1 is represented as bigger than -.5 even though it is less,0,,,,,
1889,Zero Axis,,0,,,,,
1890,Zero Axis,,0,,,,,
1891,Zero Axis,the squares need to be different colours,,,,,,
1892,Zero Axis,Negative power recorded,,,,,,
1893,Zero Axis,,0,,,,,
1894,Zero Axis,,0,,,,,
1895,Zero Axis,dots are way too small and the x axis is inconsistently measured - like a logarithmic graph?,,,,,,
1896,Zero Axis,Smaller circles are too small. ,,,,,,
1897,Zero Axis,some dots are too hard to read,,,,,,
1898,Zero Axis,,1,,,,,
1899,Zero Axis,,0,,,,,
1900,Zero Axis,,1,,,,,
1901,Zero Axis,The use of the inconsistent X axis seems confusing,,,,,,
1902,Zero Axis,The y-axis does not start at zero,,,,,,
1903,Zero Axis,"no idea what the graph is about - what does power mean and what is ""type? representing?",,,,,,
1904,Zero Axis,No length proportional circles plotted. ,0,,,,,
1905,Zero Axis,there's no title,,,,,,
1906,Zero Axis,There is negative unit on the length,,,,,,
1907,Zero Axis,,0,,,,,
1908,Zero Axis,,0,,,,,
1909,Zero Axis,The labels used for the axes and the legend are very vague and have no units,1,,,,,
1910,Zero Axis,There are negative numbers,1,,,,,
1911,Zero Axis,no legend for the colors of the bars,,,,,,
1912,Zero Axis,No key given to show what each colour represents. ,1,,,,,
1913,Zero Axis,there's no legend,0,,,,,
1914,Zero Axis,There is no legend provided,,,,,,
1915,Zero Axis,Legend is missing for colors meaning,0,,,,,
1916,Zero Axis,,0,,,,,
1917,Zero Axis,There is no legend,1,,,,,
1918,Zero Axis,,0,,,,,
1919,Zero Axis,,0,,,,,
1920,Zero Axis,,0,,,,,
1921,Zero Axis,,0,,,,,
1922,Zero Axis,,1,,,,,
1923,Legend,Multiple y axes with different values,,,,,,
1924,Legend,,0,,,,,
1925,Legend,,0,,,,,
1926,Legend,The y-axis doesn’t start at zero.,1,,,,,
1927,Legend,,1,,,,,
1928,Legend,The two variables being measured are too closer to together on the graph to view properly. ,1,,,,,
1929,Legend,there are different units on both y-axes,1,,,,,
1930,Legend,The colors in the chart and the colors of the legend are different,1,,,,,
1931,Legend,Multiple y axes,0,,,,,
1932,Legend,,1,,,,,
1933,Legend,There are no units for tusk length,1,,,,,
1934,Legend,The y-axis does not start at zero,1,,,,,
1935,Legend,doesn;'t say what item's price is being charted,0,,,,,
1936,Legend,,1,,,,,
1937,Legend,the y-axis doesn't start at 0,1,,,,,
1938,Legend,,0,,,,,
1939,Legend,,1,,,,,
1940,Legend,Y-axis is not starting from 0.,1,,,,,
1941,Legend,,1,,,,,
1942,Legend,There is no legend ,0,,,,,
1943,Legend,no legend to say what are the colors,1,,,,,
1944,Legend,Could have started y axis on an older age and had smaller intervals between each age. ,,,,,,
1945,Legend,there's no legend,,,,,,
1946,Legend,There is no legend,0,,,,,
1947,Legend,"Lack of legend, so we don't know what the colors mean",1,,,,,
1948,Legend,,1,,,,,
1949,Legend,It seems like the wrong type of graph for the information being presented - perhaps a bar graph is more appropriate,1,,,,,
1950,Legend,There is no legend,1,,,,,
1951,Legend,colors of Amsterdam and Atlanta are too similar and the months aren't shown in a calendar year,0,,,,,
1952,Legend,Scale of x axis is not evenly spaced out. ,1,,,,,
1953,Legend,months aren't written in order,0,,,,,
1954,Legend,"The months are sorted by alphabet, and the green colors are too similar to each other",,,,,,
1955,Legend,,1,,,,,
1956,Legend,Legend colors are confusing.,P,,,,,
1957,Legend,No units- colors are too similar,1,,,,,
1958,Legend,The months are not in order,1,,,,,
1959,Legend,I don't understand these graphs with the gray numbered circles at all. And the calendar scale should go by calendar year!,1,,,,,
1960,Legend,Temperature proportional circles not plotted. ,1,,,,,
1961,Legend,The design choice doesn't make sense,1,,,,,
1962,Legend,,1,,,,,
1963,Legend,,0,,,,,
1964,Legend,,1,,,,,
1965,Legend,There are no units on the Y axis for rainfall,,,,,,
1966,Legend,There are similar colours.,0,,,,,
1967,Legend,no legend describing the blue and gray lines,1,,,,,
1968,Legend,No brackets around the Kg for average weight. ,0,,,,,
1969,Legend,there's no title,1,,,,,
1970,Legend,,0,,,,,
1971,Legend,Multiple y axes,,,,,,
1972,Legend,,0,,,,,
1973,Legend,There is no legend,,,,,,
1974,Legend,,0,,,,,
1975,Legend,"it seems the legend just repeates the 2 y axis?  Also, what is the scale for the left y axis? ",1,,,,,
1976,Legend,,1,,,,,
1977,Legend,,0,,,,,
1978,Legend,,0,,,,,
1979,Legend,Multiple y axes,,,,,,
1980,Legend,,1,,,,,
1981,Legend,The Y axis for anxiety is oddly labeled - what are the units?,0,,,,,
1982,Legend,,0,,,,,
1983,Legend,,0,,,,,
1984,Legend,,1,,,,,
1985,Color,,0,,,,,
1986,Color,,0,,,,,
1987,Color,,0,,,,,
1988,Color,,0,,,,,
1989,Color,,1,,,,,
1990,Color,,1,,,,,
1991,Color,,0,,,,,
1992,Color,,1,,,,,
1993,Color,,1,,,,,
1994,Color,,0,,,,,
1995,Color,,0,,,,,
1996,Color,"I think it should have started at a higher number, so it wouldn't look so squished in the corner.",1,,,,,
1997,Color,,0,,,,,
1998,Color,,1,,,,,
1999,Color,cannot see the data clearly ,1,,,,,
2000,Color,It's overly populated with data points.,0,,,,,
2001,Color,there is no key to convey what the colours mean ,1,,,,,
2002,Color,All I see are lines jumbled up together. It doesn't make sense to me.,1,,,,,
2003,Color,no key to indicate what the colour lines mean ,1,,,,,
2004,Color,,1,,,,,
2005,Color,,0,,,,,
2006,Color,,0,,,,,
2007,Color,,0,,,,,
2008,Color,"The different size dots just doesn't make sense to me, I guess.",1,,,,,
2009,Color,rate of change isn't clear enough plus then nasdaq doesn't have a unite of measure ,1,,,,,
2010,Color,I feel like rate of change shouldn't be different size dots.,,,,,,
2011,Color,"because there are to many variables to look at, its a little confusing ",1,,,,,
2012,Color,I think size of dot doesn't make much sense to use.,,,,,,
2013,Color,the count doesn't have a unit of measure plus the series are to similar so you might get them mixed up,1,,,,,
2014,Color,,1,,,,,
2015,Color,,0,,,,,
2016,Color,,1,,,,,
2017,Color,shouldn't use the same colour more than once ,1,,,,,
2018,Color,I'm not following what's going on here.,1,,,,,
2019,Color,the axis's don't start at 0,1,,,,,
2020,Color,There's only one line represented.,,,,,,
2021,Color,cannot see all the data clearly ,,,,,,
2022,Color,Everything is way too close together.,0,,,,,
2023,Color,,1,,,,,
2024,Color,,1,,,,,
2025,Color,no key and they both don't start at 0 ,,,,,,
2026,Color,Where's the legend?,1,,,,,
2027,Color,"colours are to similar, could misread ",,,,,,
2028,Color,Too much information included making the graph unreadable,,,,,,
2029,Color,,0,,,,,
2030,Color,,0,,,,,
2031,Color,Hard to immediately find -0.5 point ,1,,,,,
2032,Color,,1,,,,,
2033,Color,the data is hard to analyse and read properly ,1,,,,,
2034,Color,Everything is too small and close together. ,1,,,,,
2035,Color,,0,,,,,
2036,Color,,1,,,,,
2037,Color,,0,,,,,
2038,Color,Missing the legend.,1,,,,,
2039,Color,doesn't start at 0,,,,,,
2040,Color,,1,,,,,
2041,Color,axis's don't start at 0 they both have different staring points and go up in different measurements ,,,,,,
2042,Color,The lines are too close together.,0,,,,,
2043,Color,the axis don't start at 0,1,,,,,
2044,Color,,0,,,,,
2045,Color,the colours are to similar ,1,,,,,
2046,Color,Missing the legend,1,,,,,
2047,Size Neg,colours are too similar ,,,,,,
2048,Size Neg,Amsterdam and Atlanta are close in color.,,,,,,
2049,Size Neg,"the months are not in the right order and are not the correct width apart, example April to august is four months and then it goes from December to February ",,,,,,
2050,Size Neg,,0,,,,,
2051,Size Neg,,0,,,,,
2052,Size Neg,,0,,,,,
2053,Size Neg,,0,,,,,
2054,Size Neg,,0,,,,,
2055,Size Neg,,0,,,,,
2056,Size Neg,The key refers to the same thing twice,P,,,,,
2057,Size Neg,Hard to read what it means.,1,,,,,
2058,Size Neg,There is 2 Y axys that doesn't make any sense unless the values on both were exactly equal which is impossible,,,,,,
2059,Size Neg,What is data 1 and data 2?,,,,,,
2060,Size Neg,The axis on each side refer to different amounts making the graph misleading.,1,,,,,
2061,Size Neg,Too much in one graph.,,,,,,
2062,Size Neg,,0,,,,,
2063,Size Neg,Don't know what the clusters mean.,0,,,,,
2064,Size Neg,It's hard to tell what the key means,,,,,,
2065,Size Neg,,0,,,,,
2066,Size Neg,,0,,,,,
2067,Size Neg,Needs to specify degree units,0,,,,,
2068,Size Neg,,0,,,,,
2069,Size Neg,,0,,,,,
2070,Size Neg,months misssing,1,,,,,
2071,Size Neg,,0,,,,,
2072,Size Neg,,0,,,,,
2073,Size Neg,no correlation with records.,1,,,,,
2074,Size Neg,,0,,,,,
2075,Size Neg,,0,,,,,
2076,Size Neg,,1,,,,,
2077,Size Neg,quite small.,0,,,,,
2078,Size Neg,2 y axis,,,,,,
2079,Size Neg,The y axis should be shifted to show whole graph.,0,,,,,
2080,Size Neg,A small amount of the graph is taken up making it hard to interpret,,,,,,
2081,Size Neg,,1,,,,,
2082,Size Neg,,0,,,,,
2083,Size Neg,"No title and no idea what the count means, plus y axis is shifted",,,,,,
2084,Size Neg,Hard to tell what's happening on the x axis ,0,,,,,
2085,Size Neg,,1,,,,,
2086,Size Neg,,0,,,,,
2087,Size Neg,No title or reference to what the rating is about.,,,,,,
2088,Size Neg,Hard to read,,,,,,
2089,Size Neg,Too much in small area.,,,,,,
2090,Size Neg,,0,,,,,
2091,Size Neg,"No legend, and time scale is too short",,,,,,
2092,Size Neg,No key,P,,,,,
2093,Size Neg,There is no legend.,0,,,,,
2094,Size Neg,,0,,,,,
2095,Size Neg,No legend showing what color is what country.,,,,,,
2096,Size Neg,No key,0,,,,,
2097,Size Neg,No legend to show what lines mean.,,,,,,
2098,Size Neg,The legend is missing we can't understand which country is the respective color,,,,,,
2099,Size Neg,"Too many things have same color, colors are counterintuitive, and no title stating what the count of fruit is for.",0,,,,,
2100,Size Neg,No key or obvious reason for colouring ,,,,,,
2101,Size Neg,,0,,,,,
2102,Size Neg,"Usually a legend is under the name of the fruits like: ""Fruits"". Just like at the Y axis we have ""Count"".",0,,,,,
2103,Size Neg,The circle sizes are counterintuitive to the data they are representing,0,,,,,
2104,Size Neg,,0,,,,,
2105,Size Neg,,0,,,,,
2106,Size Neg,This graph is very confusing never saw something like this before,,,,,,
2107,Size Neg,The circle size denoting rate of change is counterintuitive,,,,,,
2108,Size Neg,,1,,,,,
2109,Rate,,0,,,,,
2110,Rate,,0,,,,,
2111,Rate,No title and no idea what the cash is representing.,,,,,,
2112,Rate,,0,,,,,
2113,Rate,,0,,,,,
2114,Rate,,0,,,,,
2115,Rate,No title and y-axis legend is too vague -- what is count?,,,,,,
2116,Rate,2 of the line colours are the same ,,,,,,
2117,Rate,,0,,,,,
2118,Rate,Same color on agriculture an in information,1,,,,,
2119,Rate,Too many things have same color and axis labels are vague.,,,,,,
2120,Rate,,1,,,,,
2121,Rate,,1,,,,,
2122,Rate,,1,,,,,
2123,Rate,Two of the items are the same/very similar color,,,,,,
2124,Rate,,0,,,,,
2125,Rate,,0,,,,,
2126,Rate,,0,,,,,
2127,Rate,Too much overlap and labels are unhelpful,0,,,,,
2128,Rate,Key is unnecessary ,,,,,,
2129,Rate,,0,,,,,
2130,Rate,1 line for 3 variables,,,,,,
2131,Rate,Too many overlaps and similar colors,0,,,,,
2132,Rate,,0,,,,,
2133,Rate,,0,,,,,
2134,Rate,,0,,,,,
2135,Rate,Labels are vague and unhelpful,1,,,,,
2136,Rate,,0,,,,,
2137,Rate,no legend.,P,,,,,
2138,Rate,,1,,,,,
2139,Rate,No legend,0,,,,,
2140,Rate,No key,,,,,,
2141,Rate,,0,,,,,
2142,Rate,,0,,,,,
2143,Rate,Legend colors too similar,P,,,,,
2144,Rate,2 similar shades of green are used in the key,0,,,,,
2145,Rate,,0,,,,,
2146,Rate,same colors,0,,,,,
2147,Rate,Very difficult to interpret especially for a colourblind person,1,,,,,
2148,Rate,Too much data on a single graph,0,,,,,
2149,Rate,There are too many colours.,,,,,,
2150,Rate,Some colours are very similar ,,,,,,
2151,Rate,,0,,,,,
2152,Rate,Negative values are used,0,,,,,
2153,Rate,There are negative numbers,0,,,,,
2154,Rate,,0,,,,,
2155,Rate,Y axis doesn't start at zero and x axis is unevenly spaced,,,,,,
2156,Rate,Odd splitting of axis ,,,,,,
2157,Rate,,0,,,,,
2158,Rate,,0,,,,,
2159,Rate,Area showing negative value,,,,,,
2160,Rate,,0,,,,,
2161,Rate,,0,,,,,
2162,Rate,,0,,,,,
2163,Rate,No legend,,,,,,
2164,Rate,No key,P,,,,,
2165,Rate,,0,,,,,
2166,Rate,,0,,,,,
2167,Rate,,0,,,,,
2168,Rate,,0,,,,,
2169,Rate,,0,,,,,
2170,Rate,,1,,,,,
2171,Rate,,0,,,,,
2172,Rate,,0,,,,,
2173,Rate,,0,,,,,
2174,Rate,2 y axis,,,,,,
2175,Rate,No legend or title,,,,,,
2176,Rate,,0,,,,,
2177,Rate,,1,,,,,
2178,Rate,,0,,,,,
2179,Rate,No label,0,,,,,
2180,Rate,No key,,,,,,
2181,Rate,,0,,,,,
2182,Rate,,1,,,,,
2183,Rate,Legend colors too similar,,,,,,
2184,Rate,2 similar shades of blue are used in the key,1,,,,,
2185,Rate,,0,,,,,
2186,Rate,,0,,,,,
2187,Rate,Circle sizes representing negative values,,,,,,
2188,Rate,,0,,,,,
2189,Rate,,0,,,,,
2190,Rate,,0,,,,,
2191,Rate,Y axes having different rate markings,,,,,,
2192,Rate,,0,,,,,
2193,Rate,,0,,,,,
2194,Rate,2 y axis,,,,,,
2195,Rate,2 y axes with different marking rates,,,,,,
2196,Rate,,0,,,,,
2197,Rate,Hard to interpret.,,,,,,
2198,Rate,2 y axis,,,,,,
2199,Rate,legend,P,,,,,
2200,Rate,,1,,,,,
2201,Rate,,0,,,,,
2202,Rate,,0,,,,,
2203,Rate,,0,,,,,
2204,Rate,,0,,,,,
2205,Rate,the product should be on the axis from the beginning (0),P,,,,,
2206,Rate,,0,,,,,
2207,Rate,wrong legend,,,,,,
2208,Rate,they overlap and are in different directions,,,,,,
2209,Rate,legend,1,,,,,
2210,Rate,legend,,,,,,
2211,Rate,three different min temperatures at the same time,,,,,,
2212,Rate,,P,,,,,
2213,Rate,axis,0,,,,,
2214,Rate,legend (this same colors),,,,,,
2215,Rate,,0,,,,,
2216,Rate,Crookston and Waseca have this same colors at legend,0,,,,,
2217,Rate,legend,,,,,,
2218,Rate,axis,,,,,,
2219,Rate,legend,,,,,,
2220,Rate,axis,,,,,,
2221,Rate,axis & legend,,,,,,
2222,Rate,some colors of legends are too similar,,,,,,
2223,Rate,negative values associated with the legend encodings,,,,,,
2224,Rate,axis,,,,,,
2225,Rate,,0,,,,,
2226,Rate,,P,,,,,
2227,Rate,,0,,,,,
2228,Rate,,0,,,,,
2229,Rate,,0,,,,,
2230,Rate,,0,,,,,
2231,Rate,legend,,,,,,
2232,Rate,axis,1,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,95% confidence interval: 0.10-0.21,,,,,,
